Unnamed: 0,Period,Location,Sector,Expenditure(million USD),GDP(%)
10055,2009,South Africa,Education,21126.845,6.40685
10056,2009,South Africa,Social protection,15229.875,4.61856
10057,2009,South Africa,General public services,22194.977,6.73077
10058,2009,South Africa,Defence,3782.714,1.14713
10059,2009,South Africa,Public order and safety,11484.427,3.48272
10060,2009,South Africa,"Recreation, culture and religion",3646.659,1.10587
10061,2009,South Africa,"General economic, commercial and labour affairs",238.505,0.07233
10062,2009,South Africa,Other industries,71.438,0.02166
10063,2009,South Africa,RandD Economic affairs,87.177,0.02644
10064,2009,South Africa,Economic affairs n.e.c.,0.755,0.00023
10065,2009,Spain,Total function,689517.664,46.41672
10066,2009,Spain,"Agriculture, forestry, fishing and hunting",9258.566,0.62327
10067,2009,Spain,"Mining, manufacturing and construction",2947.175,0.1984
10068,2009,Spain,Transport,38056.638,2.56188
10069,2009,Spain,Communication,1450.574,0.09765
10070,2009,Spain,Fuel and energy,1464.522,0.09859
10071,2009,Spain,Environment protection,16126.474,1.0856
10072,2009,Spain,Housing and community amenities,19552.06,1.3162
10073,2009,Spain,Health,101814.932,6.85394
10074,2009,Spain,Education,69280.238,4.66378
10075,2009,Spain,Social protection,240869.161,16.21475
10076,2009,Spain,General public services,84984.093,5.72093
10077,2009,Spain,Defence,15267.288,1.02776
10078,2009,Spain,Public order and safety,30621.053,2.06134
10079,2009,Spain,"Recreation, culture and religion",24412.877,1.64342
10080,2009,Spain,"General economic, commercial and labour affairs",19851.938,1.33639
10081,2009,Spain,Other industries,6241.651,0.42017
10082,2009,Spain,RandD Economic affairs,6672.639,0.44919
10083,2009,Spain,Economic affairs n.e.c.,645.784,0.04347
10084,2009,Sri Lanka,Total function,10064.946,20.90632
10085,2009,Sri Lanka,Environment protection,0.0,0.0
10086,2009,Sri Lanka,Housing and community amenities,322.189,0.66923
10087,2009,Sri Lanka,Health,621.62,1.29119
10088,2009,Sri Lanka,Education,874.385,1.81622
10089,2009,Sri Lanka,Social protection,913.673,1.89783
10090,2009,Sri Lanka,General public services,3182.772,6.61107
10091,2009,Sri Lanka,Defence,1260.466,2.61817
10092,2009,Sri Lanka,Public order and safety,380.035,0.78939
10093,2009,Sri Lanka,"Recreation, culture and religion",0.0,0.0
10094,2009,Sweden,Total function,228686.485,52.38664
10095,2009,Sweden,"Agriculture, forestry, fishing and hunting",827.822,0.18963
10096,2009,Sweden,"Mining, manufacturing and construction",724.736,0.16602
10097,2009,Sweden,Transport,12849.925,2.94361
10098,2009,Sweden,Communication,192.453,0.04409
10099,2009,Sweden,Fuel and energy,982.908,0.22516
10100,2009,Sweden,Environment protection,2037.806,0.46681
10101,2009,Sweden,Housing and community amenities,2581.587,0.59138
10102,2009,Sweden,Health,30435.132,6.97197
10103,2009,Sweden,Education,29282.375,6.7079
10104,2009,Sweden,Social protection,93387.103,21.39276
10105,2009,Sweden,General public services,32760.507,7.50465
10106,2009,Sweden,Defence,6394.063,1.46473
10107,2009,Sweden,Public order and safety,5873.93,1.34558
10108,2009,Sweden,"Recreation, culture and religion",5777.508,1.32349
10109,2009,Sweden,"General economic, commercial and labour affairs",3917.521,0.89741
10110,2009,Sweden,Other industries,200.553,0.04594
10111,2009,Sweden,RandD Economic affairs,431.157,0.09877
10112,2009,Sweden,Economic affairs n.e.c.,29.397,0.00673
10113,2009,"Switzerland, Liechtenstein",Total function,181163.419,32.16907
10114,2009,"Switzerland, Liechtenstein","Agriculture, forestry, fishing and hunting",4315.21,0.76625
10115,2009,"Switzerland, Liechtenstein","Mining, manufacturing and construction",0.0,0.0
10116,2009,"Switzerland, Liechtenstein",Transport,15865.553,2.81724
10117,2009,"Switzerland, Liechtenstein",Communication,36.732,0.00652
10118,2009,"Switzerland, Liechtenstein",Fuel and energy,1470.13,0.26105
10119,2009,"Switzerland, Liechtenstein",Environment protection,3547.332,0.6299
10120,2009,"Switzerland, Liechtenstein",Housing and community amenities,1006.147,0.17866
10121,2009,"Switzerland, Liechtenstein",Health,10435.36,1.853
10122,2009,"Switzerland, Liechtenstein",Education,29089.41,5.16539
10123,2009,"Switzerland, Liechtenstein",Social protection,69523.969,12.34532
10124,2009,"Switzerland, Liechtenstein",General public services,24778.179,4.39984
10125,2009,"Switzerland, Liechtenstein",Defence,4755.373,0.84441
10126,2009,"Switzerland, Liechtenstein",Public order and safety,8394.725,1.49065
10127,2009,"Switzerland, Liechtenstein","Recreation, culture and religion",5602.423,0.99482
10128,2009,"Switzerland, Liechtenstein","General economic, commercial and labour affairs",993.51,0.17642
10129,2009,"Switzerland, Liechtenstein",Other industries,820.582,0.14571
10130,2009,"Switzerland, Liechtenstein",RandD Economic affairs,509.474,0.09047
10131,2009,"Switzerland, Liechtenstein",Economic affairs n.e.c.,19.308,0.00343
10132,2009,Thailand,Total function,61947.267,21.98969
10133,2009,TÃ¼rkiye,Total function,251289.102,38.70217
10134,2009,TÃ¼rkiye,"Agriculture, forestry, fishing and hunting",7590.071,1.16898
10135,2009,TÃ¼rkiye,"Mining, manufacturing and construction",1064.708,0.16398
10136,2009,TÃ¼rkiye,Transport,12386.248,1.90766
10137,2009,TÃ¼rkiye,Communication,398.714,0.06141
10138,2009,TÃ¼rkiye,Fuel and energy,727.012,0.11197
10139,2009,TÃ¼rkiye,Environment protection,2085.981,0.32127
10140,2009,TÃ¼rkiye,Housing and community amenities,8133.037,1.25261
10141,2009,TÃ¼rkiye,Health,44372.21,6.83396
10142,2009,TÃ¼rkiye,Education,24446.069,3.76505
10143,2009,TÃ¼rkiye,Social protection,69735.358,10.74026
10144,2009,TÃ¼rkiye,General public services,49915.549,7.68772
10145,2009,TÃ¼rkiye,Defence,10761.209,1.65738
10146,2009,TÃ¼rkiye,Public order and safety,11164.21,1.71945
10147,2009,TÃ¼rkiye,"Recreation, culture and religion",4780.71,0.7363
10148,2009,Ukraine,Total function,56660.298,46.61398
10149,2009,Ukraine,"Agriculture, forestry, fishing and hunting",806.752,0.66371
10150,2009,Ukraine,"Mining, manufacturing and construction",88.381,0.07271
10151,2009,Ukraine,Transport,1617.587,1.33078
10152,2009,Ukraine,Communication,24.605,0.02024
10153,2009,Ukraine,Fuel and energy,1535.738,1.26344
10154,2009,Ukraine,Environment protection,325.853,0.26808
10155,2009,Ukraine,Housing and community amenities,962.363,0.79173
10156,2009,Ukraine,Health,4868.724,4.00546
10157,2009,Ukraine,Education,8571.562,7.05176
10158,2009,Ukraine,Social protection,27009.178,22.22024
10159,2009,Ukraine,General public services,4397.796,3.61803
10160,2009,Ukraine,Defence,1240.277,1.02037
10161,2009,Ukraine,Public order and safety,3124.791,2.57074
10162,2009,Ukraine,"Recreation, culture and religion",1087.259,0.89448
10163,2009,United Kingdom,Total function,1140891.14,47.19173
10164,2009,United Kingdom,"Agriculture, forestry, fishing and hunting",4107.993,0.16992
10165,2009,United Kingdom,"Mining, manufacturing and construction",1431.644,0.05922
10166,2009,United Kingdom,Transport,47644.621,1.97077
10167,2009,United Kingdom,Communication,509.41,0.02107
10168,2009,United Kingdom,Fuel and energy,2467.6,0.10207
10169,2009,United Kingdom,Environment protection,23597.983,0.97611
10170,2009,United Kingdom,Housing and community amenities,35280.138,1.45932
10171,2009,United Kingdom,Health,185624.59,7.67816
10172,2009,United Kingdom,Education,150009.519,6.20498
10173,2009,United Kingdom,Social protection,401894.778,16.62394
10174,2009,United Kingdom,General public services,102824.457,4.25322
10175,2009,United Kingdom,Defence,61023.25,2.52416
10176,2009,United Kingdom,Public order and safety,60714.8,2.5114
10177,2009,United Kingdom,"Recreation, culture and religion",23901.76,0.98867
10178,2009,United Kingdom,"General economic, commercial and labour affairs",30553.687,1.26382
10179,2009,United Kingdom,Other industries,252.368,0.01044
10180,2009,United Kingdom,RandD Economic affairs,7530.542,0.31149
10181,2009,United Kingdom,Economic affairs n.e.c.,1521.998,0.06296
10182,2009,United States of America,Total function,6253626.69,42.90814
10183,2009,United States of America,Environment protection,0.0,0.0
10184,2009,United States of America,Housing and community amenities,186497.23,1.27962
10185,2009,United States of America,Health,1260156.67,8.64634
10186,2009,United States of America,Education,975632.16,6.69413
10187,2009,United States of America,Social protection,1250148.05,8.57767
10188,2009,United States of America,General public services,923143.28,6.33398
10189,2009,United States of America,Defence,667639.3,4.58089
10190,2009,United States of America,Public order and safety,335320.51,2.30074
10191,2009,United States of America,"Recreation, culture and religion",47867.7,0.32844
10192,2009,Yemen,Total function,9002.564,31.63289
10193,2009,Yemen,Environment protection,144.967,0.50938
10194,2009,Yemen,Housing and community amenities,508.65,1.78728
10195,2009,Yemen,Health,368.682,1.29546
10196,2009,Yemen,Education,1486.768,5.22415
10197,2009,Yemen,Social protection,236.198,0.82994
10198,2009,Yemen,General public services,1636.039,5.74866
10199,2009,Yemen,Defence,1420.64,4.99179
10200,2009,Yemen,Public order and safety,639.981,2.24874
10201,2009,Yemen,"Recreation, culture and religion",115.25,0.40496
10202,2010,Afghanistan,Total function,12897.96,87.74785
10203,2010,Afghanistan,"Agriculture, forestry, fishing and hunting",603.869,4.10827
10204,2010,Afghanistan,"Mining, manufacturing and construction",44.248,0.30103
10205,2010,Afghanistan,Transport,654.637,4.45365
10206,2010,Afghanistan,Communication,172.621,1.17438
10207,2010,Afghanistan,Fuel and energy,272.017,1.85059
10208,2010,Afghanistan,Environment protection,17.458,0.11877
10209,2010,Afghanistan,Housing and community amenities,95.935,0.65267
10210,2010,Afghanistan,Health,392.655,2.67132
10211,2010,Afghanistan,Education,824.899,5.61198
10212,2010,Afghanistan,Social protection,824.443,5.60888
10213,2010,Afghanistan,General public services,787.487,5.35746
10214,2010,Afghanistan,Defence,4192.953,28.52565
10215,2010,Afghanistan,Public order and safety,3401.8,23.14325
10216,2010,Afghanistan,"Recreation, culture and religion",59.057,0.40178
10217,2010,Albania,Total function,3544.178,29.71571
10218,2010,Albania,Environment protection,1.328,0.01113
10219,2010,Albania,Housing and community amenities,224.964,1.88618
10220,2010,Albania,Health,314.211,2.63446
10221,2010,Albania,Education,407.075,3.41307
10222,2010,Albania,Social protection,982.252,8.23557
10223,2010,Albania,General public services,698.878,5.85965
10224,2010,Albania,Defence,128.203,1.0749
10225,2010,Albania,Public order and safety,185.931,1.55891
10226,2010,Albania,"Recreation, culture and religion",37.715,0.31622
10227,2010,Armenia,Total function,2698.573,27.32627
10228,2010,Australia,Total function,491923.436,37.80837
10229,2010,Australia,"Agriculture, forestry, fishing and hunting",4980.923,0.38282
10230,2010,Australia,"Mining, manufacturing and construction",2307.919,0.17738
10231,2010,Australia,Transport,33672.137,2.58798
10232,2010,Australia,Communication,629.266,0.04836
10233,2010,Australia,Fuel and energy,6677.005,0.51318
10234,2010,Australia,Environment protection,11666.183,0.89664
10235,2010,Australia,Housing and community amenities,8983.089,0.69042
10236,2010,Australia,Health,88823.701,6.82683
10237,2010,Australia,Education,83591.439,6.42469
10238,2010,Australia,Social protection,124987.217,9.6063
10239,2010,Australia,General public services,54201.244,4.16581
10240,2010,Australia,Defence,25038.538,1.92442
10241,2010,Australia,Public order and safety,24006.579,1.8451
10242,2010,Australia,"Recreation, culture and religion",12552.292,0.96475
10243,2010,Australia,"General economic, commercial and labour affairs",4921.298,0.37824
10244,2010,Australia,Other industries,1016.365,0.07812
10245,2010,Australia,RandD Economic affairs,170.617,0.01311
10246,2010,Australia,Economic affairs n.e.c.,3697.624,0.28419
10247,2010,Austria,Total function,207277.325,52.89134
10248,2010,Austria,"Agriculture, forestry, fishing and hunting",1795.564,0.45818
10249,2010,Austria,"Mining, manufacturing and construction",86.927,0.02218
10250,2010,Austria,Transport,13007.786,3.31922
10251,2010,Austria,Communication,198.168,0.05057
10252,2010,Austria,Fuel and energy,36.152,0.00923
10253,2010,Austria,Environment protection,2245.141,0.5729
10254,2010,Austria,Housing and community amenities,1508.666,0.38497
10255,2010,Austria,Health,30856.334,7.87367
10256,2010,Austria,Education,20060.877,5.11897
10257,2010,Austria,Social protection,83948.582,21.42132
10258,2010,Austria,General public services,30147.407,7.69277
10259,2010,Austria,Defence,2523.263,0.64387
10260,2010,Austria,Public order and safety,5341.657,1.36304
10261,2010,Austria,"Recreation, culture and religion",5049.297,1.28844
10262,2010,Austria,"General economic, commercial and labour affairs",6509.004,1.66091
10263,2010,Austria,Other industries,706.116,0.18018
10264,2010,Austria,RandD Economic affairs,3129.314,0.79851
10265,2010,Austria,Economic affairs n.e.c.,127.07,0.03242
10266,2010,Azerbaijan,Total function,16697.191,31.56011
10267,2010,Azerbaijan,"Agriculture, forestry, fishing and hunting",474.553,0.89697
10268,2010,Azerbaijan,"Mining, manufacturing and construction",5797.795,10.95867
10269,2010,Azerbaijan,Transport,76.497,0.14459
10270,2010,Azerbaijan,Communication,8.098,0.01531
10271,2010,Azerbaijan,Fuel and energy,0.0,0.0
10272,2010,Azerbaijan,Environment protection,14.203,0.02685
10273,2010,Azerbaijan,Housing and community amenities,268.735,0.50795
10274,2010,Azerbaijan,Health,547.437,1.03473
10275,2010,Azerbaijan,Education,1533.919,2.89933
10276,2010,Azerbaijan,Social protection,3622.5,6.84705
10277,2010,Azerbaijan,General public services,1723.042,3.2568
10278,2010,Azerbaijan,Defence,1480.72,2.79878
10279,2010,Azerbaijan,Public order and safety,865.01,1.63499
10280,2010,Azerbaijan,"Recreation, culture and religion",218.277,0.41258
10281,2010,Belarus,Total function,24855.36,43.4292
10282,2010,Belarus,"Agriculture, forestry, fishing and hunting",1961.85,3.4279
10283,2010,Belarus,"Mining, manufacturing and construction",407.199,0.71149
10284,2010,Belarus,Transport,1055.148,1.84364
10285,2010,Belarus,Communication,49.479,0.08645
10286,2010,Belarus,Fuel and energy,773.38,1.35131
10287,2010,Belarus,Environment protection,168.344,0.29414
10288,2010,Belarus,Housing and community amenities,2235.007,3.90518
10289,2010,Belarus,Health,2513.605,4.39196
10290,2010,Belarus,Education,3340.059,5.83601
10291,2010,Belarus,Social protection,7816.992,13.65845
10292,2010,Belarus,General public services,1764.047,3.08228
10293,2010,Belarus,Defence,547.969,0.95745
10294,2010,Belarus,Public order and safety,1131.658,1.97732
10295,2010,Belarus,"Recreation, culture and religion",924.18,1.6148
10296,2010,Belgium,Total function,259380.973,53.93078
10297,2010,Belgium,"Agriculture, forestry, fishing and hunting",428.339,0.08906
10298,2010,Belgium,"Mining, manufacturing and construction",5.17,0.00108
10299,2010,Belgium,Transport,13115.58,2.72701
10300,2010,Belgium,Communication,492.901,0.10248
10301,2010,Belgium,Fuel and energy,886.904,0.18441
10302,2010,Belgium,Environment protection,5888.171,1.22428
10303,2010,Belgium,Housing and community amenities,2124.461,0.44172
10304,2010,Belgium,Health,37337.882,7.76333
10305,2010,Belgium,Education,29081.319,6.04662
10306,2010,Belgium,Social protection,90770.76,18.87316
10307,2010,Belgium,General public services,41602.05,8.64994
10308,2010,Belgium,Defence,4678.587,0.97278
10309,2010,Belgium,Public order and safety,8928.304,1.85638
10310,2010,Belgium,"Recreation, culture and religion",6191.495,1.28734
10311,2010,Belgium,"General economic, commercial and labour affairs",16071.265,3.34156
10312,2010,Belgium,Other industries,674.79,0.1403
10313,2010,Belgium,RandD Economic affairs,1082.845,0.22515
10314,2010,Belgium,Economic affairs n.e.c.,19.886,0.00413
10315,2010,Brazil,Total function,876924.782,39.70073
10316,2010,Brazil,"Agriculture, forestry, fishing and hunting",14609.754,0.66142
10317,2010,Brazil,Transport,34459.385,1.56007
10318,2010,Brazil,Communication,1224.282,0.05543
10319,2010,Brazil,Fuel and energy,915.618,0.04145
10320,2010,Brazil,Environment protection,13053.849,0.59098
10321,2010,Brazil,Housing and community amenities,26215.569,1.18685
10322,2010,Brazil,Health,104205.597,4.71767
10323,2010,Brazil,Education,109577.594,4.96087
10324,2010,Brazil,Social protection,280625.849,12.70468
10325,2010,Brazil,General public services,200361.561,9.0709
10326,2010,Brazil,Defence,20553.144,0.9305
10327,2010,Brazil,Public order and safety,57869.915,2.61993
10328,2010,Brazil,"Recreation, culture and religion",6680.725,0.30245
10329,2010,Brazil,"General economic, commercial and labour affairs",4291.238,0.19428
10330,2010,Brazil,Other industries,2280.701,0.10325
10331,2010,Bulgaria,Total function,18309.146,36.12528
10332,2010,Bulgaria,"Agriculture, forestry, fishing and hunting",397.613,0.78452
10333,2010,Bulgaria,"Mining, manufacturing and construction",22.878,0.04514
10334,2010,Bulgaria,Transport,1748.162,3.44925
10335,2010,Bulgaria,Communication,17.023,0.03359
10336,2010,Bulgaria,Fuel and energy,113.03,0.22302
10337,2010,Bulgaria,Environment protection,337.087,0.6651
10338,2010,Bulgaria,Housing and community amenities,481.754,0.95054
10339,2010,Bulgaria,Health,2234.546,4.40892
10340,2010,Bulgaria,Education,1810.711,3.57267
10341,2010,Bulgaria,Social protection,6517.96,12.86041
10342,2010,Bulgaria,General public services,1916.073,3.78055
10343,2010,Bulgaria,Defence,848.638,1.67442
10344,2010,Bulgaria,Public order and safety,1267.24,2.50036
10345,2010,Bulgaria,"Recreation, culture and religion",360.812,0.71191
10346,2010,Bulgaria,"General economic, commercial and labour affairs",229.093,0.45202
10347,2010,Bulgaria,Other industries,6.532,0.01289
10348,2010,Canada,Total function,616462.624,38.11756
10349,2010,Canada,"Agriculture, forestry, fishing and hunting",8537.9,0.52792
10350,2010,Canada,"Mining, manufacturing and construction",435.875,0.02695
10351,2010,Canada,Transport,18588.257,1.14936
10352,2010,Canada,Fuel and energy,5591.621,0.34575
10353,2010,Canada,Environment protection,11382.249,0.7038
10354,2010,Canada,Housing and community amenities,8136.003,0.50307
10355,2010,Canada,Health,134933.775,8.34332
10356,2010,Canada,Education,77803.135,4.81078
10357,2010,Canada,Social protection,174715.829,10.80315
10358,2010,Canada,General public services,101950.977,6.30391
10359,2010,Canada,Defence,14749.842,0.91202
10360,2010,Canada,Public order and safety,28704.625,1.77489
10361,2010,Canada,"Recreation, culture and religion",14363.476,0.88813
10362,2010,Canada,"General economic, commercial and labour affairs",9832.904,0.608
10363,2010,Canada,Economic affairs n.e.c.,6736.156,0.41651
10364,2010,China,Total function,1671691.325,27.46246
10365,2010,China,"Agriculture, forestry, fishing and hunting",149283.58,2.45242
10366,2010,China,"Mining, manufacturing and construction",17949.361,0.29487
10367,2010,China,Transport,101372.338,1.66534
10368,2010,China,Communication,3158.855,0.05189
10369,2010,China,Fuel and energy,9353.871,0.15366
10370,2010,China,Environment protection,36898.977,0.60617
10371,2010,China,Housing and community amenities,108544.283,1.78316
10372,2010,China,Health,75387.698,1.23847
10373,2010,China,Education,226547.866,3.72172
10374,2010,China,Social protection,329499.462,5.413
10375,2010,China,General public services,166114.521,2.72892
10376,2010,China,Defence,79224.326,1.30149
10377,2010,China,Public order and safety,83024.766,1.36393
10378,2010,China,"Recreation, culture and religion",29104.456,0.47813
10379,2010,"China, Hong Kong SAR",Total function,41488.105,18.14571
10380,2010,"China, Hong Kong SAR","Agriculture, forestry, fishing and hunting",58.951,0.02578
10381,2010,"China, Hong Kong SAR","Mining, manufacturing and construction",359.498,0.15723
10382,2010,"China, Hong Kong SAR",Transport,2948.579,1.28962
10383,2010,"China, Hong Kong SAR",Communication,91.001,0.0398
10384,2010,"China, Hong Kong SAR",Fuel and energy,15.703,0.00687
10385,2010,"China, Hong Kong SAR",Environment protection,1397.962,0.61143
10386,2010,"China, Hong Kong SAR",Housing and community amenities,2828.746,1.23721
10387,2010,"China, Hong Kong SAR",Health,5519.64,2.41413
10388,2010,"China, Hong Kong SAR",Education,8045.264,3.51877
10389,2010,"China, Hong Kong SAR",Social protection,5555.551,2.42984
10390,2010,"China, Hong Kong SAR",General public services,7856.441,3.43618
10391,2010,"China, Hong Kong SAR",Defence,0.0,0.0
10392,2010,"China, Hong Kong SAR",Public order and safety,4028.746,1.76206
10393,2010,"China, Hong Kong SAR","Recreation, culture and religion",1721.935,0.75312
10394,2010,"China, Hong Kong SAR","General economic, commercial and labour affairs",0.0,0.0
10395,2010,"China, Hong Kong SAR",Other industries,0.0,0.0
10396,2010,"China, Hong Kong SAR",RandD Economic affairs,0.0,0.0
10397,2010,"China, Hong Kong SAR",Economic affairs n.e.c.,0.0,0.0
10398,2010,"China, Macao SAR",Total function,4837.227,17.1279
10399,2010,"China, Macao SAR",Environment protection,82.27,0.2913
10400,2010,"China, Macao SAR",Housing and community amenities,158.287,0.56047
10401,2010,"China, Macao SAR",Health,389.768,1.38011
10402,2010,"China, Macao SAR",Education,721.849,2.55596
10403,2010,"China, Macao SAR",Social protection,1180.769,4.18093
10404,2010,"China, Macao SAR",General public services,706.971,2.50328
10405,2010,"China, Macao SAR",Defence,0.0,0.0
10406,2010,"China, Macao SAR",Public order and safety,561.586,1.98849
10407,2010,"China, Macao SAR","Recreation, culture and religion",193.734,0.68598
10408,2010,Colombia,Total function,84565.242,29.51016
10409,2010,Colombia,"Agriculture, forestry, fishing and hunting",905.945,0.31614
10410,2010,Colombia,"Mining, manufacturing and construction",31.076,0.01084
10411,2010,Colombia,Transport,3865.542,1.34893
10412,2010,Colombia,Communication,210.685,0.07352
10413,2010,Colombia,Fuel and energy,1996.766,0.6968
10414,2010,Colombia,Environment protection,1514.825,0.52862
10415,2010,Colombia,Housing and community amenities,1293.605,0.45142
10416,2010,Colombia,Health,13178.869,4.59894
10417,2010,Colombia,Education,10729.656,3.74426
10418,2010,Colombia,Social protection,24068.119,8.39889
10419,2010,Colombia,General public services,13916.266,4.85627
10420,2010,Colombia,Defence,4460.2,1.55645
10421,2010,Colombia,Public order and safety,5586.311,1.94942
10422,2010,Colombia,"Recreation, culture and religion",1521.672,0.53101
10423,2010,Colombia,"General economic, commercial and labour affairs",1203.011,0.41981
10424,2010,Colombia,Other industries,82.167,0.02867
10425,2010,Colombia,RandD Economic affairs,0.0,0.0
10426,2010,Colombia,Economic affairs n.e.c.,0.0,0.0
10427,2010,Cook Islands,Total function,81.711,33.93468
10428,2010,Cook Islands,Environment protection,1.477,0.61345
10429,2010,Cook Islands,Housing and community amenities,0.0,0.0
10430,2010,Cook Islands,Health,9.471,3.93328
10431,2010,Cook Islands,Education,9.641,4.0039
10432,2010,Cook Islands,Social protection,9.4,3.90395
10433,2010,Cook Islands,General public services,23.778,9.87509
10434,2010,Cook Islands,Defence,2.512,1.04317
10435,2010,Cook Islands,Public order and safety,5.121,2.12673
10436,2010,Cook Islands,"Recreation, culture and religion",2.828,1.17454
10437,2010,Croatia,Total function,3916.911,6.45587
10438,2010,Croatia,"Agriculture, forestry, fishing and hunting",112.439,0.18532
10439,2010,Croatia,"Mining, manufacturing and construction",97.106,0.16005
10440,2010,Croatia,Transport,366.676,0.60436
10441,2010,Croatia,Communication,0.362,0.0006
10442,2010,Croatia,Fuel and energy,2.539,0.00418
10443,2010,Croatia,Environment protection,47.579,0.07842
10444,2010,Croatia,Housing and community amenities,156.029,0.25717
10445,2010,Croatia,Health,508.571,0.83823
10446,2010,Croatia,Education,424.346,0.69941
10447,2010,Croatia,Social protection,1212.801,1.99894
10448,2010,Croatia,General public services,412.913,0.68056
10449,2010,Croatia,Defence,109.156,0.17991
10450,2010,Croatia,Public order and safety,198.099,0.32651
10451,2010,Croatia,"Recreation, culture and religion",152.064,0.25063
10452,2010,Croatia,"General economic, commercial and labour affairs",80.702,0.13301
10453,2010,Croatia,Other industries,17.645,0.02908
10454,2010,Croatia,RandD Economic affairs,6.755,0.01113
10455,2010,Croatia,Economic affairs n.e.c.,11.129,0.01834
10456,2010,Cyprus,Total function,10757.528,41.73668
10457,2010,Cyprus,"Agriculture, forestry, fishing and hunting",222.19,0.86205
10458,2010,Cyprus,"Mining, manufacturing and construction",4.773,0.01852
10459,2010,Cyprus,Transport,270.579,1.04978
10460,2010,Cyprus,Communication,39.109,0.15173
10461,2010,Cyprus,Fuel and energy,51.438,0.19957
10462,2010,Cyprus,Environment protection,77.289,0.29986
10463,2010,Cyprus,Housing and community amenities,651.722,2.52853
10464,2010,Cyprus,Health,762.95,2.96007
10465,2010,Cyprus,Education,1670.005,6.47923
10466,2010,Cyprus,Social protection,3124.979,12.12419
10467,2010,Cyprus,General public services,2125.654,8.24704
10468,2010,Cyprus,Defence,561.574,2.17877
10469,2010,Cyprus,Public order and safety,555.078,2.15357
10470,2010,Cyprus,"Recreation, culture and religion",294.442,1.14236
10471,2010,Cyprus,"General economic, commercial and labour affairs",77.024,0.29884
10472,2010,Cyprus,Other industries,221.13,0.85793
10473,2010,Cyprus,RandD Economic affairs,38.313,0.14865
10474,2010,Cyprus,Economic affairs n.e.c.,9.28,0.036
10475,2010,Czechia,Total function,91217.206,43.63
